Id,Time,Value
8877689391,5/11/2016 5:14:42 PM,165
8877689391,5/11/2016 5:14:43 PM,165
8877689391,5/11/2016 5:14:46 PM,166
8877689391,5/11/2016 5:14:49 PM,167
8877689391,5/11/2016 5:14:52 PM,168
8877689391,5/11/2016 5:14:55 PM,168
8877689391,5/11/2016 5:14:56 PM,169
8877689391,5/11/2016 5:14:58 PM,168
8877689391,5/11/2016 5:15:01 PM,168
8877689391,5/11/2016 5:15:04 PM,168
8877689391,5/11/2016 5:15:05 PM,167
8877689391,5/11/2016 5:15:08 PM,167
8877689391,5/11/2016 5:15:09 PM,166
8877689391,5/11/2016 5:15:12 PM,166
8877689391,5/11/2016 5:15:15 PM,167
8877689391,5/11/2016 5:15:18 PM,167
8877689391,5/11/2016 5:15:19 PM,168
8877689391,5/11/2016 5:15:20 PM,168
8877689391,5/11/2016 5:15:23 PM,168
8877689391,5/11/2016 5:15:24 PM,168
8877689391,5/11/2016 5:15:27 PM,169
8877689391,5/11/2016 5:15:30 PM,169
8877689391,5/11/2016 5:15:33 PM,169
8877689391,5/11/2016 5:15:34 PM,170
8877689391,5/11/2016 5:15:35 PM,169
8877689391,5/11/2016 5:15:38 PM,169
8877689391,5/11/2016 5:15:39 PM,168
8877689391,5/11/2016 5:15:42 PM,168
8877689391,5/11/2016 5:15:43 PM,168
8877689391,5/11/2016 5:15:46 PM,168
8877689391,5/11/2016 5:15:47 PM,167
8877689391,5/11/2016 5:15:50 PM,167
8877689391,5/11/2016 5:15:51 PM,166
8877689391,5/11/2016 5:15:54 PM,166
8877689391,5/11/2016 5:15:57 PM,167
8877689391,5/11/2016 5:15:59 PM,167
8877689391,5/11/2016 5:16:02 PM,167
8877689391,5/11/2016 5:16:05 PM,167
8877689391,5/11/2016 5:16:08 PM,167
8877689391,5/11/2016 5:16:10 PM,168
8877689391,5/11/2016 5:16:13 PM,168
8877689391,5/11/2016 5:16:16 PM,168
8877689391,5/11/2016 5:16:18 PM,168
8877689391,5/11/2016 5:16:21 PM,168
8877689391,5/11/2016 5:16:23 PM,169
8877689391,5/11/2016 5:16:26 PM,169
8877689391,5/11/2016 5:16:29 PM,169
8877689391,5/11/2016 5:16:32 PM,169
8877689391,5/11/2016 5:16:35 PM,169
8877689391,5/11/2016 5:16:36 PM,168
