Id,Time,Value
2022484408,4/15/2016 9:50:25 AM,122
2022484408,4/15/2016 9:50:30 AM,118
2022484408,4/15/2016 9:50:35 AM,121
2022484408,4/15/2016 9:50:40 AM,122
2022484408,4/15/2016 9:50:45 AM,122
2022484408,4/15/2016 9:50:50 AM,123
2022484408,4/15/2016 9:50:55 AM,124
2022484408,4/15/2016 9:51:00 AM,124
2022484408,4/15/2016 9:51:05 AM,124
2022484408,4/15/2016 9:51:15 AM,123
2022484408,4/15/2016 9:51:20 AM,125
2022484408,4/15/2016 9:51:25 AM,127
2022484408,4/15/2016 9:51:30 AM,128
2022484408,4/15/2016 9:51:45 AM,127
2022484408,4/15/2016 9:51:50 AM,123
2022484408,4/15/2016 9:51:55 AM,117
2022484408,4/15/2016 9:52:00 AM,120
2022484408,4/15/2016 9:52:05 AM,123
2022484408,4/15/2016 9:52:10 AM,124
2022484408,4/15/2016 9:52:15 AM,126
2022484408,4/15/2016 9:52:25 AM,125
2022484408,4/15/2016 9:52:30 AM,128
2022484408,4/15/2016 9:52:35 AM,129
2022484408,4/15/2016 9:52:40 AM,131
2022484408,4/15/2016 9:52:45 AM,132
2022484408,4/15/2016 9:52:50 AM,136
2022484408,4/15/2016 9:52:55 AM,135
2022484408,4/15/2016 9:53:10 AM,135
2022484408,4/15/2016 9:53:25 AM,136
2022484408,4/15/2016 9:53:30 AM,137
2022484408,4/15/2016 9:53:45 AM,137
2022484408,4/15/2016 9:53:55 AM,136
2022484408,4/15/2016 9:54:00 AM,137
2022484408,4/15/2016 9:54:10 AM,136
2022484408,4/15/2016 9:54:15 AM,135
2022484408,4/15/2016 9:54:20 AM,134
2022484408,4/15/2016 9:54:30 AM,135
2022484408,4/15/2016 9:54:35 AM,136
2022484408,4/15/2016 9:54:40 AM,138
2022484408,4/15/2016 9:54:45 AM,140
2022484408,4/15/2016 9:54:55 AM,139
2022484408,4/15/2016 9:55:00 AM,138
2022484408,4/15/2016 9:55:10 AM,141
2022484408,4/15/2016 9:55:25 AM,140
2022484408,4/15/2016 9:55:40 AM,140
2022484408,4/15/2016 9:55:45 AM,141
2022484408,4/15/2016 9:55:50 AM,142
2022484408,4/15/2016 9:56:00 AM,141
2022484408,4/15/2016 9:56:10 AM,140
2022484408,4/15/2016 9:56:15 AM,138
2022484408,4/15/2016 9:56:20 AM,139
2022484408,4/15/2016 9:56:35 AM,139
2022484408,4/15/2016 9:56:45 AM,140
2022484408,4/15/2016 9:56:50 AM,139
2022484408,4/15/2016 9:57:05 AM,139
2022484408,4/15/2016 9:57:20 AM,139
2022484408,4/15/2016 9:57:25 AM,138
2022484408,4/15/2016 9:57:30 AM,139
2022484408,4/15/2016 9:57:40 AM,138
2022484408,4/15/2016 9:57:45 AM,137
2022484408,4/15/2016 9:57:50 AM,136
2022484408,4/15/2016 9:57:55 AM,135
2022484408,4/15/2016 9:58:00 AM,136
2022484408,4/15/2016 9:58:05 AM,137
2022484408,4/15/2016 9:58:10 AM,139
2022484408,4/15/2016 9:58:20 AM,140
2022484408,4/15/2016 9:58:30 AM,139
2022484408,4/15/2016 9:58:40 AM,137
2022484408,4/15/2016 9:58:45 AM,135
2022484408,4/15/2016 9:58:50 AM,134
2022484408,4/15/2016 9:58:55 AM,132
2022484408,4/15/2016 9:59:00 AM,131
2022484408,4/15/2016 9:59:05 AM,129
2022484408,4/15/2016 9:59:10 AM,128
2022484408,4/15/2016 9:59:15 AM,127
2022484408,4/15/2016 9:59:20 AM,124
2022484408,4/15/2016 9:59:25 AM,121
2022484408,4/15/2016 9:59:40 AM,121
2022484408,4/15/2016 9:59:50 AM,119
2022484408,4/15/2016 9:59:55 AM,118
2022484408,4/15/2016 10:00:00 AM,116
2022484408,4/15/2016 10:00:05 AM,115
2022484408,4/15/2016 10:00:15 AM,114
2022484408,4/15/2016 10:00:25 AM,109
2022484408,4/15/2016 10:00:30 AM,105
2022484408,4/15/2016 10:00:45 AM,103
2022484408,4/15/2016 10:01:00 AM,105
2022484408,4/15/2016 10:01:05 AM,104
2022484408,4/15/2016 10:01:10 AM,103
2022484408,4/15/2016 10:01:20 AM,98
2022484408,4/15/2016 10:01:25 AM,96
2022484408,4/15/2016 10:01:30 AM,91
2022484408,4/15/2016 10:01:35 AM,90
2022484408,4/15/2016 10:01:40 AM,86
2022484408,4/15/2016 10:01:45 AM,91
2022484408,4/15/2016 10:01:50 AM,95
2022484408,4/15/2016 10:01:55 AM,96
2022484408,4/15/2016 10:02:00 AM,97
2022484408,4/15/2016 10:02:05 AM,97
2022484408,4/15/2016 10:02:15 AM,98
2022484408,4/15/2016 10:02:20 AM,100
2022484408,4/15/2016 10:02:30 AM,100
2022484408,4/15/2016 10:02:35 AM,103
2022484408,4/15/2016 10:02:45 AM,104
2022484408,4/15/2016 10:03:00 AM,105
2022484408,4/15/2016 10:03:05 AM,100
2022484408,4/15/2016 10:03:10 AM,97
2022484408,4/15/2016 10:03:15 AM,99
2022484408,4/15/2016 10:03:20 AM,102
2022484408,4/15/2016 10:03:35 AM,102
2022484408,4/15/2016 10:03:40 AM,101
2022484408,4/15/2016 10:03:50 AM,100
2022484408,4/15/2016 10:04:00 AM,99
2022484408,4/15/2016 10:04:10 AM,98
2022484408,4/15/2016 10:04:15 AM,97
2022484408,4/15/2016 10:04:25 AM,98
2022484408,4/15/2016 10:04:30 AM,99
2022484408,4/15/2016 10:04:35 AM,96
2022484408,4/15/2016 10:04:40 AM,95
2022484408,4/15/2016 10:04:50 AM,92
2022484408,4/15/2016 10:04:55 AM,90
