Id,Time,Value
2022484408,4/13/2016 8:32:20 AM,59
2022484408,4/13/2016 8:32:35 AM,61
2022484408,4/13/2016 8:32:50 AM,61
2022484408,4/13/2016 8:33:05 AM,61
2022484408,4/13/2016 8:33:20 AM,60
2022484408,4/13/2016 8:33:35 AM,60
2022484408,4/13/2016 8:33:50 AM,60
2022484408,4/13/2016 8:34:00 AM,61
2022484408,4/13/2016 8:34:15 AM,61
2022484408,4/13/2016 8:34:30 AM,61
2022484408,4/13/2016 8:34:40 AM,63
2022484408,4/13/2016 8:34:45 AM,63
2022484408,4/13/2016 8:34:50 AM,64
2022484408,4/13/2016 8:34:55 AM,64
2022484408,4/13/2016 8:35:10 AM,64
2022484408,4/13/2016 8:35:15 AM,64
2022484408,4/13/2016 8:35:25 AM,65
2022484408,4/13/2016 8:35:40 AM,66
2022484408,4/13/2016 8:35:50 AM,68
2022484408,4/13/2016 8:35:55 AM,68
2022484408,4/13/2016 8:36:10 AM,68
2022484408,4/13/2016 8:36:25 AM,66
2022484408,4/13/2016 8:36:30 AM,64
2022484408,4/13/2016 8:36:45 AM,65
2022484408,4/13/2016 8:36:50 AM,64
2022484408,4/13/2016 8:37:05 AM,64
2022484408,4/13/2016 8:37:20 AM,62
2022484408,4/13/2016 8:37:25 AM,62
2022484408,4/13/2016 8:37:40 AM,62
2022484408,4/13/2016 8:37:55 AM,62
2022484408,4/13/2016 8:38:10 AM,62
2022484408,4/13/2016 8:38:20 AM,62
2022484408,4/13/2016 8:38:35 AM,62
2022484408,4/13/2016 8:38:50 AM,62
2022484408,4/13/2016 8:39:05 AM,62
2022484408,4/13/2016 8:39:20 AM,62
2022484408,4/13/2016 8:39:25 AM,61
2022484408,4/13/2016 8:39:40 AM,61
2022484408,4/13/2016 8:39:45 AM,60
2022484408,4/13/2016 8:39:55 AM,59
2022484408,4/13/2016 8:40:10 AM,59
2022484408,4/13/2016 8:40:25 AM,59
2022484408,4/13/2016 8:40:30 AM,61
2022484408,4/13/2016 8:40:35 AM,62
2022484408,4/13/2016 8:40:50 AM,59
2022484408,4/13/2016 8:40:55 AM,59
2022484408,4/13/2016 8:41:10 AM,60
2022484408,4/13/2016 8:41:25 AM,60
2022484408,4/13/2016 8:41:30 AM,62
2022484408,4/13/2016 8:41:35 AM,61
2022484408,4/13/2016 8:41:40 AM,59
2022484408,4/13/2016 8:41:45 AM,59
2022484408,4/13/2016 8:41:50 AM,59
2022484408,4/13/2016 8:42:00 AM,59
2022484408,4/13/2016 8:42:05 AM,59
2022484408,4/13/2016 8:42:10 AM,58
2022484408,4/13/2016 8:42:15 AM,57
2022484408,4/13/2016 8:42:25 AM,58
2022484408,4/13/2016 8:42:30 AM,59
2022484408,4/13/2016 8:42:35 AM,60
2022484408,4/13/2016 8:42:40 AM,59
2022484408,4/13/2016 8:42:45 AM,59
2022484408,4/13/2016 8:43:00 AM,59
2022484408,4/13/2016 8:43:05 AM,60
2022484408,4/13/2016 8:43:10 AM,59
2022484408,4/13/2016 8:43:15 AM,59
2022484408,4/13/2016 8:43:20 AM,60
2022484408,4/13/2016 8:43:30 AM,61
2022484408,4/13/2016 8:43:35 AM,62
2022484408,4/13/2016 8:43:40 AM,63
2022484408,4/13/2016 8:43:50 AM,65
2022484408,4/13/2016 8:43:55 AM,66
2022484408,4/13/2016 8:44:00 AM,68
2022484408,4/13/2016 8:44:10 AM,69
2022484408,4/13/2016 8:44:25 AM,69
2022484408,4/13/2016 8:44:35 AM,69
2022484408,4/13/2016 8:44:40 AM,71
2022484408,4/13/2016 8:44:45 AM,70
2022484408,4/13/2016 8:45:00 AM,70
2022484408,4/13/2016 8:45:05 AM,71
2022484408,4/13/2016 8:45:10 AM,73
2022484408,4/13/2016 8:45:15 AM,74
2022484408,4/13/2016 8:45:20 AM,76
2022484408,4/13/2016 8:45:25 AM,78
2022484408,4/13/2016 8:45:35 AM,79
2022484408,4/13/2016 8:45:40 AM,81
2022484408,4/13/2016 8:45:50 AM,82
2022484408,4/13/2016 8:46:05 AM,82
2022484408,4/13/2016 8:46:15 AM,80
2022484408,4/13/2016 8:46:25 AM,81
2022484408,4/13/2016 8:46:30 AM,86
2022484408,4/13/2016 8:46:35 AM,88
2022484408,4/13/2016 8:46:50 AM,88
2022484408,4/13/2016 8:47:05 AM,88
2022484408,4/13/2016 8:47:20 AM,87
2022484408,4/13/2016 8:47:25 AM,88
2022484408,4/13/2016 8:47:30 AM,86
2022484408,4/13/2016 8:47:35 AM,85
2022484408,4/13/2016 8:47:40 AM,82
2022484408,4/13/2016 8:47:45 AM,84
2022484408,4/13/2016 8:47:50 AM,86
2022484408,4/13/2016 8:48:05 AM,89
2022484408,4/13/2016 8:48:15 AM,85
2022484408,4/13/2016 8:48:25 AM,83
2022484408,4/13/2016 8:48:40 AM,80
2022484408,4/13/2016 8:48:50 AM,79
2022484408,4/13/2016 8:49:00 AM,81
2022484408,4/13/2016 8:49:05 AM,82
2022484408,4/13/2016 8:49:10 AM,82
2022484408,4/13/2016 8:49:25 AM,79
2022484408,4/13/2016 8:49:30 AM,77
2022484408,4/13/2016 8:49:35 AM,78
2022484408,4/13/2016 8:49:40 AM,82
2022484408,4/13/2016 8:49:45 AM,79
2022484408,4/13/2016 8:49:50 AM,80
2022484408,4/13/2016 8:49:55 AM,81
2022484408,4/13/2016 8:50:10 AM,80
2022484408,4/13/2016 8:50:15 AM,79
2022484408,4/13/2016 8:50:25 AM,80
2022484408,4/13/2016 8:50:30 AM,84
2022484408,4/13/2016 8:50:35 AM,87
2022484408,4/13/2016 8:50:40 AM,88
2022484408,4/13/2016 8:50:45 AM,89
2022484408,4/13/2016 8:50:50 AM,90
2022484408,4/13/2016 8:50:55 AM,90
2022484408,4/13/2016 8:51:05 AM,91
2022484408,4/13/2016 8:51:10 AM,95
2022484408,4/13/2016 8:51:15 AM,100
2022484408,4/13/2016 8:51:20 AM,101
2022484408,4/13/2016 8:51:25 AM,98
2022484408,4/13/2016 8:51:30 AM,92
2022484408,4/13/2016 8:51:35 AM,87
2022484408,4/13/2016 8:51:40 AM,86
2022484408,4/13/2016 8:51:45 AM,87
2022484408,4/13/2016 8:52:00 AM,86
2022484408,4/13/2016 8:52:05 AM,83
2022484408,4/13/2016 8:52:20 AM,83
2022484408,4/13/2016 8:52:35 AM,81
2022484408,4/13/2016 8:52:40 AM,77
2022484408,4/13/2016 8:52:45 AM,76
2022484408,4/13/2016 8:53:00 AM,76
2022484408,4/13/2016 8:53:05 AM,76
2022484408,4/13/2016 8:53:15 AM,75
2022484408,4/13/2016 8:53:20 AM,73
2022484408,4/13/2016 8:53:30 AM,71
2022484408,4/13/2016 8:53:35 AM,70
2022484408,4/13/2016 8:53:50 AM,70
2022484408,4/13/2016 8:54:05 AM,70
2022484408,4/13/2016 8:54:10 AM,71
2022484408,4/13/2016 8:54:25 AM,71
2022484408,4/13/2016 8:54:40 AM,70
2022484408,4/13/2016 8:54:45 AM,69
2022484408,4/13/2016 8:54:50 AM,68
2022484408,4/13/2016 8:55:00 AM,67
2022484408,4/13/2016 8:55:15 AM,67
2022484408,4/13/2016 8:55:25 AM,66
2022484408,4/13/2016 8:55:30 AM,64
2022484408,4/13/2016 8:55:35 AM,63
2022484408,4/13/2016 8:55:40 AM,62
2022484408,4/13/2016 8:55:55 AM,62
2022484408,4/13/2016 8:56:05 AM,61
2022484408,4/13/2016 8:56:20 AM,61
2022484408,4/13/2016 8:56:25 AM,61
2022484408,4/13/2016 8:56:40 AM,64
2022484408,4/13/2016 8:56:50 AM,66
2022484408,4/13/2016 8:56:55 AM,66
2022484408,4/13/2016 8:57:00 AM,67
2022484408,4/13/2016 8:57:15 AM,67
2022484408,4/13/2016 8:57:30 AM,67
2022484408,4/13/2016 8:57:40 AM,69
2022484408,4/13/2016 8:57:45 AM,68
2022484408,4/13/2016 8:57:50 AM,72
2022484408,4/13/2016 8:57:55 AM,76
2022484408,4/13/2016 8:58:00 AM,79
2022484408,4/13/2016 8:58:05 AM,80
2022484408,4/13/2016 8:58:10 AM,81
2022484408,4/13/2016 8:58:15 AM,84
2022484408,4/13/2016 8:58:20 AM,87
2022484408,4/13/2016 8:58:25 AM,88
2022484408,4/13/2016 8:58:30 AM,90
2022484408,4/13/2016 8:58:35 AM,91
2022484408,4/13/2016 8:58:40 AM,93
2022484408,4/13/2016 8:58:45 AM,94
2022484408,4/13/2016 8:58:50 AM,92
2022484408,4/13/2016 8:58:55 AM,95
2022484408,4/13/2016 8:59:00 AM,93
2022484408,4/13/2016 8:59:05 AM,94
2022484408,4/13/2016 8:59:10 AM,91
2022484408,4/13/2016 8:59:15 AM,68
2022484408,4/13/2016 8:59:20 AM,67
2022484408,4/13/2016 8:59:35 AM,69
2022484408,4/13/2016 8:59:40 AM,70
2022484408,4/13/2016 8:59:50 AM,73
2022484408,4/13/2016 9:00:00 AM,77
2022484408,4/13/2016 9:00:05 AM,78
2022484408,4/13/2016 9:00:10 AM,80
2022484408,4/13/2016 9:00:15 AM,81
2022484408,4/13/2016 9:00:20 AM,82
2022484408,4/13/2016 9:00:25 AM,83
2022484408,4/13/2016 9:00:35 AM,85
2022484408,4/13/2016 9:00:40 AM,87
2022484408,4/13/2016 9:00:45 AM,88
2022484408,4/13/2016 9:00:50 AM,93
2022484408,4/13/2016 9:00:55 AM,94
